,dup_indx,eid,affiliation_id,dptid,organization,city,postalcode,addresspart,country,collaboration,auid,orcid,indexed_name,surname,given_name
6,43298,2-s2.0-85083950766,60025038.0,,UC Berkeley,,,,United States,,35731728100,,Levine S.,Levine,Sergey
0,43299,2-s2.0-85083950751,60006191.0,,Google Brain,,,,United States,,55173885200,,Kindermans P.J.,Kindermans,Pieter-Jan
1,43299,2-s2.0-85083950751,60006191.0,,Google Brain,,,,United States,,13204971900,,Erhan D.,Erhan,Dumitru
2,43299,2-s2.0-85083950751,60006191.0,,Google Brain,,,,United States,,55782715800,,Kim B.,Kim,Been
3,43299,2-s2.0-85083950751,60011604.0,,TU Berlin,,,,Germany,,55496060500,,Schütt K.T.,Schütt,Kristof T.
4,43299,2-s2.0-85083950751,60011604.0,,TU Berlin,,,,Germany,,57194413385,,Alber M.,Alber,Maximilian
5,43299,2-s2.0-85083950751,60011604.0,,TU Berlin,,,,Germany,,36609870200,,Dähne S.,Dähne,Sven
6,43299,2-s2.0-85083950751,,,,,,,,,15042362900,,Müller K.R.,Müller,Klaus-Robert
0,43301,2-s2.0-85083950711,60027550.0,109041128.0,"Department of Electrical and Computer Engineering, University of California, Los Angeles",Los Angeles,90095,,United States,,57192154835,,Yoon J.,Yoon,Jinsung
1,43301,2-s2.0-85083950711,60027550.0,,"Department of Mathematics, Department of Economics, University of California, Los Angeles",Los Angeles,90095,,United States,,6701673002,,Zame W.R.,Zame,William R.
2,43301,2-s2.0-85083950711,60026851.0,,"Department of Engineering Science, University of Oxford",Oxford,,,United Kingdom,,35605361700,,Van Der Schaar M.,Van Der Schaar,Mihaela
3,43301,2-s2.0-85083950711,60111768.0,,Alan Turing Institute,London,,,United Kingdom,,35605361700,,Van Der Schaar M.,Van Der Schaar,Mihaela
0,43302,2-s2.0-85083950708,60026851.0,,"Department of Engineering Science, University of Oxford",,,,United Kingdom,,55599580900,,Jetley S.,Jetley,Saumya
1,43302,2-s2.0-85083950708,60026851.0,,"Department of Engineering Science, University of Oxford",,,,United Kingdom,,57201336704,,Lord N.A.,Lord,Nicholas A.
2,43302,2-s2.0-85083950708,60026851.0,,"Department of Engineering Science, University of Oxford",,,,United Kingdom,,57190136574,,Lee N.,Lee,Namhoon
3,43302,2-s2.0-85083950708,60026851.0,,"Department of Engineering Science, University of Oxford",,,,United Kingdom,,56821543600,,Torr P.H.S.,Torr,Philip H.S.
0,43303,2-s2.0-85083950695,60012708.0,113182366.0,"Department of Computer Science, Stanford University",,,,United States,,57210634206,,Hudson D.A.,Hudson,Drew A.
1,43303,2-s2.0-85083950695,60012708.0,113182366.0,"Department of Computer Science, Stanford University",,,,United States,,35280197500,,Manning C.D.,Manning,Christopher D.
0,43304,2-s2.0-85083950635,60002483.0,,University of Amsterdam,,,,Netherlands,,57210647027,,Hoogeboom E.,Hoogeboom,Emiel
1,43304,2-s2.0-85083950635,60002483.0,,University of Amsterdam,,,,Netherlands,,57210637072,,Peters J.W.T.,Peters,Jorn W.T.
2,43304,2-s2.0-85083950635,60002483.0,,University of Amsterdam,,,,Netherlands,,7202415785,,Cohen T.S.,Cohen,Taco S.
3,43304,2-s2.0-85083950635,60002483.0,,"University of Amsterdam, CIFAR",,,,Netherlands,,55907170700,,Welling M.,Welling,Max
0,43305,2-s2.0-85083950628,60011048.0,,IBM Research AI,,,,,,55699828500,,Mroueh Y.,Mroueh,Youssef
1,43305,2-s2.0-85083950628,60011048.0,,IBM Research AI,,,,,,57189601249,,Sercu T.,Sercu,Tom
2,43305,2-s2.0-85083950628,60011048.0,,IBM Research AI,,,,,,55421399200,,Cheng Y.,Cheng,Yu
3,43305,2-s2.0-85083950628,60027950.0,,Carnegie Mellon University,,,,United States,,57192255448,,Li C.L.,Li,Chun-Liang
4,43305,2-s2.0-85083950628,60030569.0,,Max Planck Institute for Intelligent Systems,,,,Germany,,56735681300,,Raj A.,Raj,Anant
0,43306,2-s2.0-85083950570,60026851.0,,"Department of Engineering Science, University of Oxford",,,,United Kingdom,,57194153472,,Le T.A.,Le,Tuan Anh
1,43306,2-s2.0-85083950570,60026851.0,,"Department of Engineering Science, University of Oxford",,,,United Kingdom,,57204805026,,Igl M.,Igl,Maximilian
2,43306,2-s2.0-85083950570,60026851.0,,"Department of Engineering Science, University of Oxford",,,,United Kingdom,,57210641142,,Jin T.,Jin,Tom
3,43306,2-s2.0-85083950570,60026851.0,,"Department of Engineering Science, University of Oxford",,,,United Kingdom,,24438701400,,Wood F.,Wood,Frank
4,43306,2-s2.0-85083950570,60026851.0,113824815.0,"Department of Statistics, University of Oxford",,,,United Kingdom,,57192154947,,Rainforth T.,Rainforth,Tom
5,43306,2-s2.0-85083950570,60022020.0,110865258.0,"Department of Statistics, University of Warwick",,,,United Kingdom,,57210641142,,Jin T.,Jin,Tom
0,43307,2-s2.0-85083950553,60007776.0,,Cornell University,Ithaca,14850,,United States,,57194874763,,Athiwaratkun B.,Athiwaratkun,Ben
1,43307,2-s2.0-85083950553,60007776.0,,Cornell University,Ithaca,14850,,United States,,57203334715,,Wilson A.G.,Wilson,Andrew Gordon
0,43308,2-s2.0-85083950552,60000745.0,,University of Illinois at Urbana-Champaign,Urbana,61801,,United States,,56580119000,,Khetan A.,Khetan,Ashish
1,43308,2-s2.0-85083950552,60076757.0,,Amazon Web Services,Seattle,98101,,United States,,16068201100,,Anandkumar A.,Anandkumar,Animashree
2,43308,2-s2.0-85083950552,60076757.0,,Amazon Web Services,Seattle,98101,,United States,,56358302800,,Lipton Z.C.,Lipton,Zachary C.
0,43309,2-s2.0-85083950551,60006191.0,,"Machine Perception, Google Research",Mountain View,94043,1600 Amphitheatre Parkway,United States,,57210637418,,Krishnan S.,Krishnan,Shankar
1,43309,2-s2.0-85083950551,60006191.0,,"Machine Perception, Google Research",Mountain View,94043,1600 Amphitheatre Parkway,United States,,57200080377,,Xiao Y.,Xiao,Ying
2,43309,2-s2.0-85083950551,60006191.0,,"Machine Perception, Google Research",Mountain View,94043,1600 Amphitheatre Parkway,United States,,57194870736,,Saurous R.A.,Saurous,Rif A.
0,43310,2-s2.0-85083950538,60030835.0,,University of Alberta,Edmonton,,,Canada,,57190125514,,Machado M.C.,Machado,Marlos C.
1,43310,2-s2.0-85083950538,60014313.0,,University of Massachusetts,Amherst,,,United States,,57210576951,,Rosenbaum C.,Rosenbaum,Clemens
2,43310,2-s2.0-85083950538,60011048.0,,IBM Research,Yorktown Heights,,,United States,,56122620300,,Guo X.,Guo,Xiaoxiao
3,43310,2-s2.0-85083950538,60011048.0,,IBM Research,Yorktown Heights,,,United States,,57216114223,,Liu M.,Liu,Miao
4,43310,2-s2.0-85083950538,60011048.0,,IBM Research,Yorktown Heights,,,United States,,7003353497,,Tesauro G.,Tesauro,Gerald
5,43310,2-s2.0-85083950538,60011048.0,,IBM Research,Yorktown Heights,,,United States,,7403371273,,Campbell M.,Campbell,Murray
0,43311,2-s2.0-85083950509,60033010.0,118267813.0,"Accelerator Architecture Lab, Intel Labs",,,,United States,,25027988500,,Mishra A.,Mishra,Asit
1,43311,2-s2.0-85083950509,60033010.0,118267813.0,"Accelerator Architecture Lab, Intel Labs",,,,United States,,56385299500,,Marr D.,Marr,Debbie
0,43312,2-s2.0-85083950508,60000745.0,108040108.0,"Coordinated Science Lab, Department of ECE, University of Illinois at Urbana-Champaign",,,,United States,,57204806900,,Liang S.,Liang,Shiyu
1,43312,2-s2.0-85083950508,60000745.0,108040108.0,"Coordinated Science Lab, Department of ECE, University of Illinois at Urbana-Champaign",,,,United States,,55405295300,,Srikant R.,Srikant,R.
2,43312,2-s2.0-85083950508,60111190.0,,Facebook Research,,,,United States,,57188823744,,Li Y.,Li,Yixuan
0,43313,2-s2.0-85083950500,60018008.0,,NEC Laboratories America,,,,United States,,57203221691,,Zong B.,Zong,Bo
1,43313,2-s2.0-85083950500,60018008.0,,NEC Laboratories America,,,,United States,,56320769800,,Min M.R.,Min,Martin Renqiang
2,43313,2-s2.0-85083950500,60018008.0,,NEC Laboratories America,,,,United States,,57218967449,,Cheng W.,Cheng,Wei
3,43313,2-s2.0-85083950500,60018008.0,,NEC Laboratories America,,,,United States,,15755630400,,Lumezanu C.,Lumezanu,Cristian
4,43313,2-s2.0-85083950500,60018008.0,,NEC Laboratories America,,,,United States,,57054784300,,Cho D.,Cho,Daeki
5,43313,2-s2.0-85083950500,60018008.0,,NEC Laboratories America,,,,United States,,35241923100,,Chen H.,Chen,Haifeng
6,43313,2-s2.0-85083950500,60018208.0,,Washington State University,Pullman,,,United States,,57193525345,,Song Q.,Song,Qi
0,43314,2-s2.0-85083950495,60076695.0,,NVIDIA,,,,United States,,36022486900,,Karras T.,Karras,Tero
1,43314,2-s2.0-85083950495,60076695.0,,NVIDIA,,,,United States,,56007617800,,Aila T.,Aila,Timo
2,43314,2-s2.0-85083950495,60076695.0,,NVIDIA,,,,United States,,13008308700,,Laine S.,Laine,Samuli
3,43314,2-s2.0-85083950495,60103653.0,,"NVIDIA, Aalto University",,,,Finland,,7005279290,,Lehtinen J.,Lehtinen,Jaakko
0,43315,2-s2.0-85083950492,117495868.0,,Henry M. Gunn High School,,,,United States,,57210633858,,Frans K.,Frans,Kevin
1,43315,2-s2.0-85083950492,60025038.0,113912693.0,"UC Berkeley, Department of Electrical Engineering and Computer Science",,,,United States,,55921701300,,Ho J.,Ho,Jonathan
2,43315,2-s2.0-85083950492,60025038.0,113912693.0,"UC Berkeley, Department of Electrical Engineering and Computer Science",,,,United States,,57192473527,,Chen X.,Chen,Xi
3,43315,2-s2.0-85083950492,60025038.0,113912693.0,"UC Berkeley, Department of Electrical Engineering and Computer Science",,,,United States,,8269962600,,Abbeel P.,Abbeel,Pieter
4,43315,2-s2.0-85083950492,60121131.0,,OpenAI,,,,United States,,55921038800,,Schulman J.,Schulman,John
0,43316,2-s2.0-85083950469,60011048.0,,IBM Research,,,,United States,,39761122000,,Chen J.,Chen,Jie
1,43316,2-s2.0-85083950469,60011048.0,,IBM Research,,,,United States,,57194786822,,Ma T.,Ma,Tengfei
2,43316,2-s2.0-85083950469,60011048.0,,IBM Research,,,,United States,,57199799682,,Xiao C.,Xiao,Cao
0,43317,2-s2.0-85083950463,60027950.0,114610242.0,"Machine Learning Department, School of Computer Science, Carnegie Mellon University",,,,United States,,56287013900,,Chaplot D.S.,Chaplot,Devendra Singh
1,43317,2-s2.0-85083950463,60027950.0,114610242.0,"Machine Learning Department, School of Computer Science, Carnegie Mellon University",,,,United States,,56940610200,,Parisotto E.,Parisotto,Emilio
2,43317,2-s2.0-85083950463,60027950.0,114610242.0,"Machine Learning Department, School of Computer Science, Carnegie Mellon University",,,,United States,,57203057355,,Salakhutdinov R.,Salakhutdinov,Ruslan
0,43318,2-s2.0-85083950457,60022195.0,,Massachusetts Institute of Technology,,,,United States,,50263066200,,Rolnick D.,Rolnick,David
1,43318,2-s2.0-85083950457,60022195.0,,Massachusetts Institute of Technology,,,,United States,,7005575954,,Tegmark M.,Tegmark,Max
0,43319,2-s2.0-85083950454,60079130.0,,Salesforce Research,Palo Alto,94301,,United States,,57189919166,,Merity S.,Merity,Stephen
1,43319,2-s2.0-85083950454,60079130.0,,Salesforce Research,Palo Alto,94301,,United States,,56940593700,,Keskar N.S.,Keskar,Nitish Shirish
2,43319,2-s2.0-85083950454,60079130.0,,Salesforce Research,Palo Alto,94301,,United States,,24766896100,,Socher R.,Socher,Richard
0,43320,2-s2.0-85083950453,60019118.0,112580101.0,"School of Computer Science and Technology, University of Science and Technology of China",,,,China,,57204063139,,Fan Y.,Fan,Yang
1,43320,2-s2.0-85083950453,60019118.0,112580101.0,"School of Computer Science and Technology, University of Science and Technology of China",,,,China,,57190744661,,Li X.Y.,Li,Xiang-Yang
2,43320,2-s2.0-85083950453,60021726.0,,Microsoft Research,,,,United States,,56175375700,,Tian F.,Tian,Fei
3,43320,2-s2.0-85083950453,60021726.0,,Microsoft Research,,,,United States,,57255239700,,Qin T.,Qin,Tao
4,43320,2-s2.0-85083950453,60021726.0,,Microsoft Research,,,,United States,,8536446600,,Liu T.Y.,Liu,Tie-Yan
0,43321,2-s2.0-85083950429,60025578.0,115368813.0,"National Laboraory of Radar Signal Processing, Collaborative Innovation Center of Information Sensing and Understanding, Xidian University",Xi’an,,,China,,57210071079,,Zhang H.,Zhang,Hao
1,43321,2-s2.0-85083950429,60025578.0,115368813.0,"National Laboraory of Radar Signal Processing, Collaborative Innovation Center of Information Sensing and Understanding, Xidian University",Xi’an,,,China,,56387823300,,Chen B.,Chen,Bo
2,43321,2-s2.0-85083950429,60025578.0,115368813.0,"National Laboraory of Radar Signal Processing, Collaborative Innovation Center of Information Sensing and Understanding, Xidian University",Xi’an,,,China,,56264708500,,Guo D.,Guo,Dandan
3,43321,2-s2.0-85083950429,60116471.0,,"McCombs School of Business, University of Texas at Austin",Austin,78712,,United States,,7403506277,,Zhou M.,Zhou,Mingyuan
0,43322,2-s2.0-85083950419,60000745.0,109872341.0,"Coordinated Science Lab, Department of Electrical Engineering, University of Illinois",Urbana Champaign,,,United States,,56338564400,,Kim H.,Kim,Hyeji
1,43322,2-s2.0-85083950419,60000745.0,109872341.0,"Coordinated Science Lab, Department of Electrical Engineering, University of Illinois",Urbana Champaign,,,United States,,57210174720,,Rana R.,Rana,Ranvir
2,43322,2-s2.0-85083950419,60000745.0,109872341.0,"Coordinated Science Lab, Department of Electrical Engineering, University of Illinois",Urbana Champaign,,,United States,,7005102472,,Viswanath P.,Viswanath,Pramod
3,43322,2-s2.0-85083950419,60000745.0,103072163.0,"Coordinated Science Lab, Department of Industrial and Enterprise Systems Engineering, University of Illinois at",Urbana Champaign,,,United States,,55625388200,,Oh S.,Oh,Sewoong
4,43322,2-s2.0-85083950419,60015481.0,112958025.0,"Department of Electrical Engineering, University of Washington",,,,United States,,57208443652,,Jiang Y.,Jiang,Yihan
5,43322,2-s2.0-85083950419,60015481.0,112958025.0,"Department of Electrical Engineering, University of Washington",,,,United States,,57202672539,,Kannan S.,Kannan,Sreeram
0,43323,2-s2.0-85083950413,123046234.0,,Microsoft Business AI and Research,,,,,,57191571063,,Huang H.Y.,Huang,Hsin-Yuan
1,43323,2-s2.0-85083950413,123046234.0,,Microsoft Business AI and Research,,,,,,57210636804,,Zhu C.,Zhu,Chenguang
2,43323,2-s2.0-85083950413,123046234.0,,Microsoft Business AI and Research,,,,,,56729408300,,Shen Y.,Shen,Yelong
3,43323,2-s2.0-85083950413,123046234.0,,Microsoft Business AI and Research,,,,,,23007589000,,Chen W.,Chen,Weizhu
4,43323,2-s2.0-85083950413,60005429.0,,National Taiwan University,,,,Taiwan,,57191571063,,Huang H.Y.,Huang,Hsin-Yuan
0,43324,2-s2.0-85083950399,60019647.0,,Georgia Institute of Technology,,,,United States,,57202454087,,Yang J.,Yang,Jiachen
1,43324,2-s2.0-85083950399,60019647.0,,Georgia Institute of Technology,,,,United States,,36976457200,,Trivedi R.,Trivedi,Rakshit
2,43324,2-s2.0-85083950399,60019647.0,,Georgia Institute of Technology,,,,United States,,55430229800,,Xu H.,Xu,Huan
3,43324,2-s2.0-85083950399,60019647.0,,Georgia Institute of Technology,,,,United States,,57201737688,,Zha H.,Zha,Hongyuan
4,43324,2-s2.0-85083950399,60012387.0,,Georgia State University,,,,United States,,57205479712,,Ye X.,Ye,Xiaojing
0,43325,2-s2.0-85083950395,60111190.0,,Facebook AI Research,,,,,,57156540200,,Lample G.,Lample,Guillaume
1,43325,2-s2.0-85083950395,60111190.0,,Facebook AI Research,,,,,,55115745600,,Conneau A.,Conneau,Alexis
2,43325,2-s2.0-85083950395,60111190.0,,Facebook AI Research,,,,,,24767961400,,Ranzato M.,Ranzato,Marc'Aurelio
3,43325,2-s2.0-85083950395,60001422.0,,"Sorbonne Universités, UPMC Univ Paris 06, LIP6 UMR 7606, CNRS",,,,France,,57156540200,,Lample G.,Lample,Guillaume
4,43325,2-s2.0-85083950395,60001422.0,,"Sorbonne Universités, UPMC Univ Paris 06, LIP6 UMR 7606, CNRS",,,,France,,23090480900,,Denoyer L.,Denoyer,Ludovic
0,43326,2-s2.0-85083950386,60011001.0,,"Kyoto University, Graduate School of Informatics",,,,Japan,,57189099835,,Seguy V.,Seguy,Vivien
1,43326,2-s2.0-85083950386,60011001.0,,"Kyoto University, Graduate School of Informatics",,,,Japan,,57203783932,,Rolet A.,Rolet,Antoine
2,43326,2-s2.0-85083950386,60004130.0,,"Université de Bretagne Sud, IRISA, UMR 6074, CNRS",,,,France,,55945027300,,Damodaran B.B.,Damodaran,Bharath Bhushan
3,43326,2-s2.0-85083950386,60004130.0,,"Université de Bretagne Sud, IRISA, UMR 6074, CNRS",,,,France,,23088029900,,Courty N.,Courty,Nicolas
4,43326,2-s2.0-85083950386,60110693.0,,"Université Côte dAzur, Lagrange, UMR 7293, CNRS, OCA",,,,France,,36004549700,,Flamary R.,Flamary,Rémi
5,43326,2-s2.0-85083950386,60025555.0,,NTT Communication Science Laboratories,,,,Japan,,36622153000,,Blondel M.,Blondel,Mathieu
0,43327,2-s2.0-85083950358,60021361.0,,Jagiellonian University,Cracow,,,Poland,,57210647539,,Ebski S.J.,Ebski,Stanisław Jastrz
1,43327,2-s2.0-85083950358,60113142.0,,"MILA, Université de Montréal",,,,Canada,,57210647539,,Ebski S.J.,Ebski,Stanisław Jastrz
2,43327,2-s2.0-85083950358,60113142.0,,"MILA, Université de Montréal",,,,Canada,,54911902700,,Arpit D.,Arpit,Devansh
3,43327,2-s2.0-85083950358,60113142.0,,"MILA, Université de Montréal",,,,Canada,,57208445450,,Che T.,Che,Tong
4,43327,2-s2.0-85083950358,60113142.0,,"MILA, Université de Montréal",,,,Canada,,7003958245,,Bengio Y.,Bengio,Yoshua
5,43327,2-s2.0-85083950358,60109024.0,,Facebook,Montreal,,,Canada,,54794751300,,Ballas N.,Ballas,Nicolas
6,43327,2-s2.0-85083950358,60103653.0,,Aalto University,,,,Finland,,57210633809,,Verma V.,Verma,Vikas
7,43327,2-s2.0-85083950358,105227281.0,,CIFAR,,,,Canada,,7003958245,,Bengio Y.,Bengio,Yoshua
0,43328,2-s2.0-85083950355,60027031.0,,"Université de Bretagne Sud IRISA, UMR 6074, CNRS",,,,France,,23088029900,,Courty N.,Courty,Nicolas
1,43328,2-s2.0-85083950355,60110693.0,,"Université Côte d’Azur, OCA Lagrange, UMR 7293, CNRS",,,,France,,36004549700,,Flamary R.,Flamary,Rémi
2,43328,2-s2.0-85083950355,60110719.0,,"Université Côte d’Azur I3S, UMR 7271, CNRS",,,,France,,57194166709,,Ducoffe M.,Ducoffe,Mélanie
0,43329,2-s2.0-85083950324,60030162.0,113624015.0,"Department of Computer Science, Columbia University",New York,10027,,United States,,57202059055,,Falcon W.,Falcon,William
1,43329,2-s2.0-85083950324,60030162.0,113624015.0,"Department of Computer Science, Columbia University",New York,10027,,United States,,7006775893,,Schulzrinne H.,Schulzrinne,Henning
0,43330,2-s2.0-85083950318,60006191.0,,Google Brain,,,,United States,,55257646500,,Choromanski K.,Choromanski,Krzysztof
1,43330,2-s2.0-85083950318,60027950.0,,Carnegie Mellon University,,,,United States,,35812076600,,Downey C.,Downey,Carlton
2,43330,2-s2.0-85083950318,60019647.0,,Georgia Tech,,,,United States,,10239214300,,Boots B.,Boots,Byron
0,43331,2-s2.0-85083950310,60000745.0,,University of Illinois at Urbana Champaign,,,,United States,,57102678100,,Mu J.,Mu,Jiaqi
1,43331,2-s2.0-85083950310,60000745.0,,University of Illinois at Urbana Champaign,,,,United States,,7005102472,,Viswanath P.,Viswanath,Pramod
0,43332,2-s2.0-85083950306,60102151.0,113299111.0,"Pattern Analysis and Computer Vision (PAVIS), Istituto Italiano di Tecnologia",Genova,,,Italy,,55364178700,,Morerio P.,Morerio,Pietro
1,43332,2-s2.0-85083950306,60102151.0,113299111.0,"Pattern Analysis and Computer Vision (PAVIS), Istituto Italiano di Tecnologia",Genova,,,Italy,,57194184193,,Cavazza J.,Cavazza,Jacopo
2,43332,2-s2.0-85083950306,60102151.0,113299111.0,"Pattern Analysis and Computer Vision (PAVIS), Istituto Italiano di Tecnologia",Genova,,,Italy,,7006595496,,Murino V.,Murino,Vittorio
3,43332,2-s2.0-85083950306,60032256.0,112078174.0,"University of Verona, Department of Computer Science",Verona,,,Italy,,7006595496,,Murino V.,Murino,Vittorio
0,43333,2-s2.0-85083950278,60111161.0,,DeepMind,,,,United Kingdom,,57206751547,,Wu Y.,Wu,Yan
1,43333,2-s2.0-85083950278,60111161.0,,DeepMind,,,,United Kingdom,,56080177300,,Wayne G.,Wayne,Greg
2,43333,2-s2.0-85083950278,60111161.0,,DeepMind,,,,United Kingdom,,56273511600,,Graves A.,Graves,Alex
3,43333,2-s2.0-85083950278,60111161.0,,DeepMind,,,,United Kingdom,,6503977179,,Lillicrap T.,Lillicrap,Timothy
0,43335,2-s2.0-85083950235,60012708.0,113182366.0,"Department of Computer Science, Stanford University",Stanford,94305,,United States,,57200334823,,Liu E.Z.,Liu,Evan Zheran
1,43335,2-s2.0-85083950235,60012708.0,113182366.0,"Department of Computer Science, Stanford University",Stanford,94305,,United States,,55756364000,,Pasupat P.,Pasupat,Panupong
2,43335,2-s2.0-85083950235,60012708.0,113182366.0,"Department of Computer Science, Stanford University",Stanford,94305,,United States,,56080795000,,Shi T.,Shi,Tianlin
3,43335,2-s2.0-85083950235,60012708.0,113182366.0,"Department of Computer Science, Stanford University",Stanford,94305,,United States,,56646712700,,Liang P.,Liang,Percy
4,43335,2-s2.0-85083950235,60012708.0,113630794.0,"Department of Statistics, Stanford University",Stanford,94305,,United States,,57156482000,,Guu K.,Guu,Kelvin
0,43336,2-s2.0-85083950179,60022403.0,110648552.0,"General Motors Advanced Technical Center, Israel Department of Electrical Engineering, Technion",,,,Israel,,56303959400,,Shayer O.,Shayer,Oran
1,43336,2-s2.0-85083950179,60000501.0,,General Motors Advanced Technical Center,,,,Israel,,15129012300,,Levi D.,Levi,Dan
2,43336,2-s2.0-85083950179,60016849.0,,University of Toronto Vector Institute,,,,Canada,,55295819900,,Fetaya E.,Fetaya,Ethan
0,43337,2-s2.0-85083950177,60025225.0,112613918.0,"Department of Electronics and Computer Science, University of Southampton",,,,United Kingdom,,57210647796,,Zhang Y.,Zhang,Yan
1,43337,2-s2.0-85083950177,60025225.0,112613918.0,"Department of Electronics and Computer Science, University of Southampton",,,,United Kingdom,,8840160700,,Hare J.,Hare,Jonathon
2,43337,2-s2.0-85083950177,60025225.0,112613918.0,"Department of Electronics and Computer Science, University of Southampton",,,,United Kingdom,,6602237769,,Prügel-Bennett A.,Prügel-Bennett,Adam
0,43338,2-s2.0-85083950166,60016218.0,116507569.0,"Department of Computer Science and Applied Mathematics, University of the Witwatersrand",Johannesburg,,,South Africa,,57195306444,,Earle A.C.,Earle,Adam C.
1,43338,2-s2.0-85083950166,60016218.0,116507569.0,"Department of Computer Science and Applied Mathematics, University of the Witwatersrand",Johannesburg,,,South Africa,,36464253300,,Rosman B.,Rosman,Benjamin
2,43338,2-s2.0-85083950166,60009982.0,103545295.0,"Center for Brain Science, Harvard University",MA,,,United States,,34572994500,,Saxe A.M.,Saxe,Andrew M.
3,43338,2-s2.0-85083950166,60013272.0,,Council for Scientific and Industrial Research,Pretoria,,,South Africa,,36464253300,,Rosman B.,Rosman,Benjamin
0,43339,2-s2.0-85083950144,60027950.0,,"Robotics Institute, Carnegie Mellon University",,,,United States,,57210639441,,Ashok A.,Ashok,Anubhav
1,43339,2-s2.0-85083950144,60027950.0,,"Robotics Institute, Carnegie Mellon University",,,,United States,,56743358400,,Rhinehart N.,Rhinehart,Nicholas
2,43339,2-s2.0-85083950144,60027950.0,,"Robotics Institute, Carnegie Mellon University",,,,United States,,15835267300,,Kitani K.M.,Kitani,Kris M.
3,43339,2-s2.0-85083950144,60223189.0,,"Volvo Construction Equipment, Volvo Group",,,,Sweden,,24537079500,,Beainy F.,Beainy,Fares
0,43340,2-s2.0-85083950113,60005681.0,107805186.0,"Blavatnik School of Computer Science, Tel Aviv University",,,,Israel,,56560215300,,Brutzkus A.,Brutzkus,Alon
1,43340,2-s2.0-85083950113,60005681.0,107805186.0,"Blavatnik School of Computer Science, Tel Aviv University",,,,Israel,,18934352000,,Globerson A.,Globerson,Amir
2,43340,2-s2.0-85083950113,60007903.0,113095616.0,"School of Computer Science, Hebrew University",,,,Israel,,57202057264,,Malach E.,Malach,Eran
3,43340,2-s2.0-85083950113,60007903.0,113095616.0,"School of Computer Science, Hebrew University",,,,Israel,,6507998544,,Shalev-Shwartz S.,Shalev-Shwartz,Shai
0,43341,2-s2.0-85083950108,60111161.0,,DeepMind,,,,United Kingdom,,57210642599,,Melis G.,Melis,Gábor
1,43341,2-s2.0-85083950108,60111161.0,,DeepMind,,,,United Kingdom,,51664869700,,Dyer C.,Dyer,Chris
2,43341,2-s2.0-85083950108,60111161.0,,DeepMind,,,,United Kingdom,,15043692000,,Blunsom P.,Blunsom,Phil
3,43341,2-s2.0-85083950108,60026851.0,,University of Oxford,,,,United Kingdom,,15043692000,,Blunsom P.,Blunsom,Phil
0,43342,2-s2.0-85083950105,60021726.0,,Microsoft AI and Research,Sunnyvale,,,United States,,57210646634,,Zhai K.,Zhai,Ke
1,43342,2-s2.0-85083950105,60079130.0,,Salesforce Research,Palo Alto,,,United States,,57215336919,,Wang H.,Wang,Huan
2,43342,2-s2.0-85083950105,60026532.0,,Microsoft,,,,United States,,57215336919,,Wang H.,Wang,Huan
0,43343,2-s2.0-85083950103,60015481.0,,"Paul G. Allen School of Computer Science and Engineering, University of Washington",Seattle,98195,,United States,,36082366900,,Friesen A.L.,Friesen,Abram L.
1,43343,2-s2.0-85083950103,60015481.0,,"Paul G. Allen School of Computer Science and Engineering, University of Washington",Seattle,98195,,United States,,7003565655,,Domingos P.,Domingos,Pedro
0,43344,2-s2.0-85083950100,60016849.0,,University of Toronto Vector Institute,,,,Canada,,57210644206,,Wen Y.,Wen,Yeming
1,43344,2-s2.0-85083950100,60016849.0,,University of Toronto Vector Institute,,,,Canada,,56657961500,,Vicol P.,Vicol,Paul
2,43344,2-s2.0-85083950100,60016849.0,,University of Toronto Vector Institute,,,,Canada,,57189090730,,Ba J.,Ba,Jimmy
3,43344,2-s2.0-85083950100,60016849.0,,University of Toronto Vector Institute,,,,Canada,,34875103900,,Grosse R.,Grosse,Roger
4,43344,2-s2.0-85083950100,60030162.0,,Columbia University Google,,,,United States,,57189091221,,Tran D.,Tran,Dustin
0,43345,2-s2.0-85083950066,60025038.0,104262227.0,"EECS Department, UC Berkeley",,,,United States,,52264620600,,Tamar A.,Tamar,Aviv
1,43345,2-s2.0-85083950066,60160766.0,,Osaro Inc.,,,,United States,,56123177800,,Rohanimanesh K.,Rohanimanesh,Khashayar
2,43345,2-s2.0-85083950066,60160766.0,,Osaro Inc.,,,,United States,,55845598600,,Chow Y.,Chow,Yinlam
3,43345,2-s2.0-85083950066,60160766.0,,Osaro Inc.,,,,United States,,57210639417,,Vigorito C.,Vigorito,Chris
4,43345,2-s2.0-85083950066,60160766.0,,Osaro Inc.,,,,United States,,57210645241,,Goodrich B.,Goodrich,Ben
5,43345,2-s2.0-85083950066,60160766.0,,Osaro Inc.,,,,United States,,57210643267,,Kahane M.,Kahane,Michael
6,43345,2-s2.0-85083950066,60160766.0,,Osaro Inc.,,,,United States,,57200163228,,Pridmore D.,Pridmore,Derik
0,43346,2-s2.0-85083950047,60019647.0,,Georgia Institute of Technology,,,,United States,,35572783800,,Dai B.,Dai,Bo
1,43346,2-s2.0-85083950047,60019647.0,,Georgia Institute of Technology,,,,United States,,57204798492,,Shaw A.,Shaw,Albert
2,43346,2-s2.0-85083950047,60019647.0,,Georgia Institute of Technology,,,,United States,,55587150100,,Song L.,Song,Le
